booking_id,lead_id,client_id,package_id,package_name,service_category,booking_date,session_date,booking_status,booking_value
322,821,834,5,Brand Builder,Branding/headshots,2025-09-02,2025-12-29,completed,880.71
323,1267,799,2,Essential Portrait,Newborn,2024-08-14,2024-08-26,completed,492.87
324,807,988,3,Signature Story,Couples,2026-01-12,2026-04-01,completed,664.27
325,456,1043,4,Milestone,Graduation,2024-03-29,2024-07-24,completed,566.49
326,1184,638,5,Brand Builder,Branding/headshots,2025-05-13,2025-07-14,completed,900.09
327,1728,1147,6,Wedding Collection,Weddings,2024-06-19,2024-09-04,completed,3211.15
328,138,777,2,Essential Portrait,Family portraits,2025-02-04,2025-04-01,completed,505.64
329,1365,1070,2,Essential Portrait,Family portraits,2024-03-18,2024-04-08,completed,429.37
330,1153,431,2,Essential Portrait,Family portraits,2024-12-05,2025-02-14,completed,429.05
331,1600,489,2,Essential Portrait,Family portraits,2025-02-25,2025-06-12,completed,475.33
332,48,771,5,Brand Builder,Branding/headshots,2025-05-21,2025-07-26,rescheduled,864.61
333,445,536,4,Milestone,Graduation,2025-12-03,2026-02-16,completed,479.96
334,214,96,1,Mini Moment,Mini sessions,2025-06-14,2025-09-29,completed,240.41
335,1048,450,4,Milestone,Graduation,2025-12-01,2026-03-12,confirmed,487.18
336,1226,421,2,Essential Portrait,Family portraits,2024-03-19,2024-06-23,completed,500.77
337,1799,348,5,Brand Builder,Branding/headshots,2025-11-07,2025-12-28,completed,905.26
338,1694,107,4,Milestone,Graduation,2024-07-03,2024-10-04,completed,475.15
339,1382,1176,2,Essential Portrait,Maternity,2024-03-24,2024-04-01,rescheduled,454.69
340,2,75,4,Milestone,Graduation,2024-12-22,2025-03-01,completed,552.43
341,210,17,2,Essential Portrait,Family portraits,2025-11-28,2025-12-18,completed,438.16
342,1374,480,3,Signature Story,Couples,2024-03-20,2024-06-22,completed,602.12
343,880,35,3,Signature Story,Couples,2025-05-13,2025-08-08,completed,621.24
344,672,176,2,Essential Portrait,Family portraits,2024-11-02,2025-02-13,completed,499.14
345,1441,626,4,Milestone,Graduation,2025-06-11,2025-10-08,completed,532.86
346,1251,1132,2,Essential Portrait,Newborn,2025-07-08,2025-10-21,completed,492.26
347,1363,1152,2,Essential Portrait,Family portraits,2025-10-07,2026-01-25,completed,433.82
348,790,585,5,Brand Builder,Branding/headshots,2025-10-18,2025-11-23,completed,781.87
349,1059,256,2,Essential Portrait,Newborn,2025-10-26,2025-11-08,completed,428.77
350,1385,1046,3,Signature Story,Couples,2025-10-21,2025-11-02,completed,590.73
351,208,992,2,Essential Portrait,Maternity,2025-05-04,2025-06-14,confirmed,451.35
352,1052,190,6,Wedding Collection,Weddings,2025-12-23,2026-03-26,completed,3234.16
353,840,568,2,Essential Portrait,Maternity,2024-05-30,2024-08-27,completed,506.37
354,71,351,2,Essential Portrait,Maternity,2024-07-14,2024-10-11,completed,440.17
355,407,623,2,Essential Portrait,Newborn,2024-09-07,2024-10-05,completed,487.22
356,804,1036,5,Brand Builder,Branding/headshots,2025-01-13,2025-04-23,confirmed,845.04
357,1239,700,3,Signature Story,Couples,2025-06-12,2025-09-26,completed,693.94
358,841,374,5,Brand Builder,Branding/headshots,2026-01-12,2026-03-11,completed,840.24
359,1795,857,5,Brand Builder,Branding/headshots,2024-03-15,2024-06-24,completed,772.36
360,527,348,3,Signature Story,Couples,2024-08-08,2024-11-03,completed,695.12
361,382,797,2,Essential Portrait,Family portraits,2025-06-27,2025-07-10,completed,427.67
362,209,145,1,Mini Moment,Mini sessions,2025-06-14,2025-08-17,completed,228.37
363,300,503,5,Brand Builder,Branding/headshots,2024-07-03,2024-10-25,completed,832.19
364,413,832,6,Wedding Collection,Weddings,2024-10-07,2024-11-19,completed,3107.63
365,49,528,1,Mini Moment,Mini sessions,2024-12-17,2025-02-02,completed,236.01
366,1658,856,4,Milestone,Graduation,2024-07-27,2024-10-05,rescheduled,511.13
367,449,856,3,Signature Story,Couples,2024-11-11,2025-01-02,completed,626.95
368,193,1200,4,Milestone,Graduation,2024-11-06,2024-11-16,completed,490.36
369,1516,366,2,Essential Portrait,Family portraits,2024-12-24,2025-03-02,confirmed,497.31
370,1393,1076,6,Wedding Collection,Weddings,2024-05-04,2024-07-25,cancelled,3183.25
371,249,681,2,Essential Portrait,Family portraits,2024-06-15,2024-09-23,completed,489.04
372,1500,622,5,Brand Builder,Branding/headshots,2024-02-16,2024-06-11,completed,851.94
373,1553,847,2,Essential Portrait,Family portraits,2024-04-11,2024-06-07,completed,503.84
374,229,887,6,Wedding Collection,Weddings,2025-11-01,2026-02-08,completed,3064.45
375,592,516,5,Brand Builder,Branding/headshots,2025-09-10,2025-09-21,completed,798.71
376,1210,996,3,Signature Story,Couples,2024-07-08,2024-09-16,completed,604.57
377,280,85,1,Mini Moment,Mini sessions,2024-07-07,2024-07-30,completed,239.88
378,805,103,2,Essential Portrait,Maternity,2024-08-22,2024-11-22,confirmed,440.21
379,1215,164,2,Essential Portrait,Family portraits,2025-11-07,2025-12-27,completed,437.28
380,1567,605,6,Wedding Collection,Weddings,2024-05-29,2024-07-26,cancelled,3422.95
381,729,625,5,Brand Builder,Branding/headshots,2025-04-28,2025-06-14,completed,866.06
382,53,125,2,Essential Portrait,Family portraits,2024-08-24,2024-12-11,cancelled,473.21
383,436,1078,1,Mini Moment,Mini sessions,2025-04-10,2025-05-29,completed,206.22
384,1127,17,1,Mini Moment,Mini sessions,2026-01-07,2026-02-21,completed,225.94
385,1458,168,2,Essential Portrait,Maternity,2025-10-21,2026-01-09,completed,460.58
386,710,634,2,Essential Portrait,Family portraits,2024-03-28,2024-04-11,completed,440.53
387,930,202,2,Essential Portrait,Newborn,2024-05-06,2024-08-09,completed,442.21
388,390,467,5,Brand Builder,Branding/headshots,2024-07-16,2024-09-07,completed,884.65
389,1428,613,1,Mini Moment,Mini sessions,2025-03-31,2025-06-25,completed,219.16
390,1090,117,2,Essential Portrait,Family portraits,2025-12-30,2026-03-10,completed,448.91
391,727,1179,1,Mini Moment,Mini sessions,2025-10-28,2025-12-05,completed,219.53
392,1419,94,6,Wedding Collection,Weddings,2025-08-18,2025-10-27,completed,3393.72
393,603,963,6,Wedding Collection,Weddings,2025-11-07,2026-02-03,completed,3070.65
394,1326,241,5,Brand Builder,Branding/headshots,2025-06-14,2025-08-21,completed,806.52
395,508,935,2,Essential Portrait,Maternity,2025-03-07,2025-05-21,completed,505.31
396,1101,1178,6,Wedding Collection,Weddings,2025-04-20,2025-07-10,completed,3395.16
397,741,491,1,Mini Moment,Mini sessions,2024-10-04,2024-10-14,completed,212.55
398,215,919,2,Essential Portrait,Family portraits,2025-08-09,2025-08-28,completed,477.72
399,1360,1185,5,Brand Builder,Branding/headshots,2024-04-27,2024-05-13,completed,889.08
400,1498,541,2,Essential Portrait,Family portraits,2025-12-18,2026-01-26,completed,434.97
401,1720,252,6,Wedding Collection,Weddings,2025-04-18,2025-07-06,completed,3022.12
402,1223,859,2,Essential Portrait,Newborn,2024-07-06,2024-09-21,completed,497.39
403,1222,864,2,Essential Portrait,Family portraits,2024-11-16,2025-02-06,confirmed,465.86
404,220,1000,5,Brand Builder,Branding/headshots,2024-03-14,2024-05-23,completed,771.6
405,184,20,2,Essential Portrait,Family portraits,2025-10-18,2025-12-19,completed,431.02
406,1395,546,6,Wedding Collection,Weddings,2025-10-11,2026-01-25,completed,3057.88
407,275,1113,3,Signature Story,Couples,2025-08-15,2025-12-01,completed,679.9
408,1407,951,2,Essential Portrait,Family portraits,2024-11-12,2025-02-22,completed,431.79
409,1384,423,6,Wedding Collection,Weddings,2024-04-05,2024-05-21,rescheduled,2939.81
410,1749,611,2,Essential Portrait,Family portraits,2025-11-25,2026-02-17,rescheduled,468.67
411,1781,774,2,Essential Portrait,Family portraits,2025-09-08,2025-11-21,completed,471.7
412,1213,714,2,Essential Portrait,Maternity,2025-07-23,2025-08-07,completed,440.03
413,1268,181,2,Essential Portrait,Family portraits,2025-10-07,2025-11-01,completed,454.31
414,1068,446,2,Essential Portrait,Maternity,2025-02-09,2025-02-25,rescheduled,470.58
415,642,249,4,Milestone,Graduation,2024-10-20,2024-12-10,completed,517.79
416,115,622,1,Mini Moment,Mini sessions,2025-09-20,2025-11-11,completed,222.2
417,622,1004,4,Milestone,Graduation,2024-01-24,2024-04-08,confirmed,525.3
418,1778,798,4,Milestone,Graduation,2024-12-19,2025-04-11,completed,558.81
419,63,575,6,Wedding Collection,Weddings,2025-02-12,2025-04-16,cancelled,2883.34
420,820,521,4,Milestone,Graduation,2024-11-24,2025-03-03,completed,550.91
421,1196,55,1,Mini Moment,Mini sessions,2025-06-08,2025-07-21,completed,219.63
422,839,306,1,Mini Moment,Mini sessions,2024-12-11,2025-02-11,rescheduled,227.59
423,1273,777,5,Brand Builder,Branding/headshots,2025-10-08,2025-11-23,completed,876.64
424,1227,422,6,Wedding Collection,Weddings,2025-07-05,2025-10-03,completed,2919.46
425,644,1184,3,Signature Story,Couples,2024-11-03,2025-02-06,completed,656.66
426,1564,379,4,Milestone,Graduation,2025-06-11,2025-08-22,completed,540.55
427,1246,582,3,Signature Story,Couples,2024-07-25,2024-11-11,completed,648.2
428,1435,395,5,Brand Builder,Branding/headshots,2025-12-23,2026-02-21,completed,881.37
429,1656,258,3,Signature Story,Couples,2025-09-30,2025-10-07,cancelled,690.87
430,369,178,5,Brand Builder,Branding/headshots,2024-06-10,2024-09-20,completed,904.07
431,1014,863,5,Brand Builder,Branding/headshots,2025-10-28,2025-11-25,completed,849.61
432,349,664,6,Wedding Collection,Weddings,2025-05-15,2025-05-24,cancelled,2920.46
433,1341,418,2,Essential Portrait,Maternity,2025-11-16,2026-02-22,completed,434.21
434,480,960,6,Wedding Collection,Weddings,2025-02-23,2025-03-12,cancelled,2909.95
435,974,569,2,Essential Portrait,Maternity,2025-02-19,2025-02-27,completed,449.21
436,462,934,2,Essential Portrait,Newborn,2024-04-14,2024-06-11,completed,497.57
437,999,18,6,Wedding Collection,Weddings,2025-08-12,2025-10-12,rescheduled,3406.39
438,444,1087,5,Brand Builder,Branding/headshots,2025-05-02,2025-06-25,completed,843.26
439,1015,48,2,Essential Portrait,Family portraits,2024-02-08,2024-05-12,completed,451.32
440,913,1177,1,Mini Moment,Mini sessions,2025-10-21,2026-01-13,completed,213.82
441,1453,438,4,Milestone,Graduation,2025-06-17,2025-07-10,completed,529.07
442,1619,785,1,Mini Moment,Mini sessions,2025-02-08,2025-02-15,completed,226.15
443,986,1120,2,Essential Portrait,Maternity,2025-11-13,2026-02-23,confirmed,432.36
444,195,112,1,Mini Moment,Mini sessions,2025-12-21,2026-04-06,rescheduled,238.99
445,855,724,6,Wedding Collection,Weddings,2024-04-15,2024-06-27,completed,3058.46
446,1338,586,2,Essential Portrait,Family portraits,2024-06-13,2024-08-15,confirmed,490.72
447,818,1027,2,Essential Portrait,Newborn,2024-12-09,2025-02-27,confirmed,470.12
448,1006,417,2,Essential Portrait,Family portraits,2025-12-26,2026-02-03,completed,508.07
449,1582,1181,2,Essential Portrait,Family portraits,2024-06-19,2024-08-17,completed,431.93
450,1266,225,2,Essential Portrait,Newborn,2025-03-24,2025-05-13,confirmed,430.43
451,197,71,5,Brand Builder,Branding/headshots,2025-07-21,2025-10-12,completed,832.7
452,1588,448,2,Essential Portrait,Newborn,2025-09-21,2025-10-25,completed,499.12
453,1106,794,3,Signature Story,Couples,2025-07-08,2025-07-21,completed,635.78
454,1161,1190,1,Mini Moment,Mini sessions,2025-12-11,2026-03-22,completed,238.21
455,934,643,6,Wedding Collection,Weddings,2025-07-02,2025-08-26,completed,3003.07
456,516,762,1,Mini Moment,Mini sessions,2025-12-22,2025-12-29,completed,224.82
457,1312,73,2,Essential Portrait,Newborn,2025-09-10,2025-10-22,completed,444.86
458,773,598,5,Brand Builder,Branding/headshots,2025-12-06,2026-02-08,cancelled,898.62
459,763,92,1,Mini Moment,Mini sessions,2024-11-23,2025-01-11,completed,229.4
460,442,984,3,Signature Story,Couples,2024-06-08,2024-08-07,completed,688.38
461,1447,717,2,Essential Portrait,Newborn,2025-02-05,2025-05-14,completed,460.66
462,595,390,3,Signature Story,Couples,2024-05-28,2024-07-24,rescheduled,625.12
463,1404,1162,2,Essential Portrait,Maternity,2024-09-25,2025-01-11,completed,451.41
464,1002,741,4,Milestone,Graduation,2024-04-15,2024-05-10,cancelled,511.61
465,1044,1096,1,Mini Moment,Mini sessions,2024-04-08,2024-05-05,rescheduled,215.34
466,1025,245,6,Wedding Collection,Weddings,2024-01-14,2024-04-16,completed,2973.43
467,980,1049,5,Brand Builder,Branding/headshots,2024-10-05,2024-10-16,completed,828.8
468,583,951,2,Essential Portrait,Family portraits,2025-11-04,2025-11-17,rescheduled,509.41
469,618,714,2,Essential Portrait,Family portraits,2025-01-02,2025-02-26,cancelled,487.88
470,1181,250,2,Essential Portrait,Family portraits,2024-09-10,2024-09-28,rescheduled,496.96
471,1660,869,5,Brand Builder,Branding/headshots,2024-12-21,2025-02-22,completed,809.76
472,1790,154,1,Mini Moment,Mini sessions,2025-01-12,2025-03-31,completed,235.96
473,490,553,5,Brand Builder,Branding/headshots,2025-04-13,2025-04-28,completed,882.63
474,1443,581,2,Essential Portrait,Newborn,2024-09-25,2025-01-08,completed,486.44
475,1597,15,5,Brand Builder,Branding/headshots,2025-10-22,2026-01-31,completed,855.75
476,1304,803,4,Milestone,Graduation,2024-11-13,2025-01-08,completed,544.01
477,144,572,1,Mini Moment,Mini sessions,2025-10-19,2026-02-06,completed,213.82
478,458,1170,5,Brand Builder,Branding/headshots,2025-09-17,2025-11-13,completed,811.36
479,691,203,4,Milestone,Graduation,2025-12-29,2026-03-29,confirmed,508.34
480,393,1170,1,Mini Moment,Mini sessions,2025-11-09,2026-02-07,completed,228.11
481,738,850,1,Mini Moment,Mini sessions,2024-03-03,2024-05-11,completed,227.67
482,127,758,5,Brand Builder,Branding/headshots,2025-02-16,2025-05-06,confirmed,796.53
483,784,63,5,Brand Builder,Branding/headshots,2024-06-15,2024-08-15,completed,837.2
484,1760,513,2,Essential Portrait,Newborn,2024-09-04,2024-12-10,completed,480.56
485,1605,639,2,Essential Portrait,Maternity,2025-05-27,2025-07-23,completed,452.55
486,1481,1035,2,Essential Portrait,Family portraits,2024-06-13,2024-08-13,completed,442.69
487,937,955,3,Signature Story,Couples,2025-01-23,2025-03-25,completed,643.54
488,1218,807,2,Essential Portrait,Maternity,2024-09-18,2024-11-07,completed,431.24
489,1084,1020,4,Milestone,Graduation,2025-02-10,2025-04-28,completed,494.55
490,1595,792,6,Wedding Collection,Weddings,2025-11-23,2026-01-29,completed,3114.61
491,1298,137,3,Signature Story,Couples,2024-09-20,2025-01-04,completed,586.34
492,765,610,6,Wedding Collection,Weddings,2025-12-10,2026-03-16,completed,3410.03
493,801,637,1,Mini Moment,Mini sessions,2025-11-28,2025-12-24,completed,235.23
494,1777,37,3,Signature Story,Couples,2024-07-08,2024-09-18,completed,683.93
495,224,17,3,Signature Story,Couples,2025-09-23,2026-01-20,completed,645.93
496,663,227,4,Milestone,Graduation,2026-01-04,2026-02-02,completed,518.27
497,1771,308,4,Milestone,Graduation,2024-03-07,2024-06-19,completed,500.86
498,1194,1131,2,Essential Portrait,Newborn,2025-06-16,2025-08-06,completed,455.73
499,448,561,4,Milestone,Graduation,2024-07-13,2024-10-01,completed,553.75
500,666,738,6,Wedding Collection,Weddings,2024-09-23,2024-11-21,rescheduled,2892.79
501,20,570,4,Milestone,Graduation,2025-08-21,2025-12-18,completed,485.84
502,190,26,6,Wedding Collection,Weddings,2025-09-04,2025-12-16,cancelled,2895.48
503,634,925,3,Signature Story,Couples,2024-10-07,2024-12-09,completed,629.1
504,1725,859,2,Essential Portrait,Newborn,2025-03-09,2025-03-16,completed,492.09
505,761,158,1,Mini Moment,Mini sessions,2025-02-17,2025-04-30,rescheduled,228.36
506,1091,676,1,Mini Moment,Mini sessions,2025-03-20,2025-04-19,completed,237.84
507,233,1185,2,Essential Portrait,Family portraits,2025-11-04,2026-01-02,completed,435.85
508,890,986,1,Mini Moment,Mini sessions,2025-07-26,2025-09-20,completed,214.46
509,253,1065,2,Essential Portrait,Family portraits,2025-09-28,2025-10-20,completed,476.45
510,1296,930,2,Essential Portrait,Maternity,2024-04-02,2024-05-21,completed,481.72
511,1787,138,2,Essential Portrait,Family portraits,2025-11-19,2026-01-02,completed,447.12
512,174,1058,2,Essential Portrait,Newborn,2024-04-12,2024-06-09,completed,449.88
513,206,323,2,Essential Portrait,Maternity,2025-01-23,2025-02-04,completed,510.04
514,520,631,6,Wedding Collection,Weddings,2025-10-27,2025-11-27,completed,3301.82
515,1256,1110,1,Mini Moment,Mini sessions,2024-03-08,2024-06-10,rescheduled,206.16
516,1631,369,6,Wedding Collection,Weddings,2024-11-30,2025-03-20,completed,2957.89
517,1319,207,6,Wedding Collection,Weddings,2025-07-16,2025-08-18,rescheduled,3038.5
518,1250,260,5,Brand Builder,Branding/headshots,2025-08-10,2025-09-06,completed,896.72
519,313,627,6,Wedding Collection,Weddings,2025-04-03,2025-06-13,completed,3256.02
520,674,1166,4,Milestone,Graduation,2024-05-08,2024-06-19,completed,492.81
521,348,1184,1,Mini Moment,Mini sessions,2025-11-12,2025-11-30,completed,222.28
522,1330,1177,4,Milestone,Graduation,2024-05-21,2024-06-29,rescheduled,479.46
523,1550,139,2,Essential Portrait,Family portraits,2024-12-03,2025-02-07,completed,458.85
524,191,198,1,Mini Moment,Mini sessions,2025-07-25,2025-10-13,completed,239.03
525,1355,875,2,Essential Portrait,Family portraits,2025-09-14,2025-12-30,completed,512.81
526,755,65,4,Milestone,Graduation,2025-05-10,2025-06-24,completed,505.82
527,1448,159,2,Essential Portrait,Family portraits,2025-12-18,2026-03-23,completed,497.83
528,361,842,5,Brand Builder,Branding/headshots,2025-01-27,2025-05-07,completed,771.07
529,1072,227,2,Essential Portrait,Maternity,2024-10-07,2024-12-09,completed,449.21
530,1275,955,4,Milestone,Graduation,2024-10-02,2024-10-09,completed,524.53
531,1185,169,3,Signature Story,Couples,2024-06-04,2024-07-03,completed,687.02
532,41,919,6,Wedding Collection,Weddings,2024-09-30,2024-12-16,completed,2969.77
533,615,951,4,Milestone,Graduation,2025-11-07,2026-01-06,rescheduled,542.08
534,1452,831,1,Mini Moment,Mini sessions,2025-03-27,2025-04-12,completed,227.26
535,796,1150,2,Essential Portrait,Maternity,2025-12-18,2026-03-10,completed,455.18
536,181,28,1,Mini Moment,Mini sessions,2025-06-06,2025-07-22,rescheduled,224.36
537,1485,592,1,Mini Moment,Mini sessions,2025-01-28,2025-05-26,confirmed,232.29
538,630,19,5,Brand Builder,Branding/headshots,2025-06-05,2025-09-22,completed,917.26
539,1034,289,4,Milestone,Graduation,2024-10-24,2024-12-16,completed,538.5
540,963,578,2,Essential Portrait,Newborn,2025-04-28,2025-08-10,completed,437.16
541,1686,271,2,Essential Portrait,Family portraits,2024-10-16,2025-02-07,completed,440.75
542,494,1181,1,Mini Moment,Mini sessions,2024-03-29,2024-05-01,completed,240.49
543,989,606,4,Milestone,Graduation,2025-05-24,2025-08-12,completed,489.07
544,1220,82,2,Essential Portrait,Newborn,2025-09-07,2025-10-26,rescheduled,427.91
545,1451,290,5,Brand Builder,Branding/headshots,2025-05-14,2025-07-17,completed,806.7
546,1399,998,5,Brand Builder,Branding/headshots,2024-04-11,2024-06-28,completed,796.68
547,707,260,2,Essential Portrait,Family portraits,2025-10-22,2026-01-05,completed,471.34
548,399,594,2,Essential Portrait,Family portraits,2024-01-27,2024-03-02,completed,428.83
549,1150,431,2,Essential Portrait,Newborn,2025-05-09,2025-06-22,completed,467.37
550,279,906,3,Signature Story,Couples,2024-06-21,2024-10-09,completed,610.97
551,958,581,2,Essential Portrait,Family portraits,2025-12-24,2026-01-23,completed,474.35
552,283,689,2,Essential Portrait,Family portraits,2024-06-10,2024-08-24,completed,477.75
553,780,919,1,Mini Moment,Mini sessions,2025-10-22,2025-12-13,completed,221.71
554,496,397,4,Milestone,Graduation,2024-11-28,2024-12-23,rescheduled,479.5
555,931,855,2,Essential Portrait,Family portraits,2024-12-30,2025-02-01,completed,465.81
556,1583,333,5,Brand Builder,Branding/headshots,2025-07-26,2025-10-05,completed,895.06
557,546,886,2,Essential Portrait,Family portraits,2024-10-22,2024-10-31,confirmed,480.96
558,588,531,6,Wedding Collection,Weddings,2024-06-02,2024-07-30,completed,2898.95
559,360,168,2,Essential Portrait,Family portraits,2024-11-17,2025-03-03,completed,482.68
560,170,770,1,Mini Moment,Mini sessions,2025-09-23,2025-12-23,cancelled,203.31
561,1574,604,6,Wedding Collection,Weddings,2024-06-28,2024-09-29,cancelled,3286.36
562,1000,534,5,Brand Builder,Branding/headshots,2025-05-06,2025-08-09,completed,842.14
563,1714,745,2,Essential Portrait,Newborn,2024-11-15,2025-01-22,confirmed,490.41
564,1368,483,1,Mini Moment,Mini sessions,2025-11-11,2026-02-23,completed,232.32
565,597,1199,4,Milestone,Graduation,2025-06-04,2025-09-14,confirmed,548.47
566,1695,512,4,Milestone,Graduation,2024-08-25,2024-10-19,confirmed,519.08
567,147,801,5,Brand Builder,Branding/headshots,2025-02-19,2025-03-31,completed,836.52
568,1657,693,5,Brand Builder,Branding/headshots,2025-11-26,2026-03-23,cancelled,779.85
569,1359,581,4,Milestone,Graduation,2025-05-08,2025-07-22,completed,510.0
570,652,203,2,Essential Portrait,Family portraits,2025-11-18,2025-12-16,cancelled,429.84
571,308,408,5,Brand Builder,Branding/headshots,2024-04-15,2024-07-27,completed,846.92
572,1791,723,2,Essential Portrait,Family portraits,2025-03-03,2025-04-26,confirmed,484.0
573,31,1113,5,Brand Builder,Branding/headshots,2024-02-27,2024-04-06,completed,857.54
574,742,409,6,Wedding Collection,Weddings,2024-12-21,2025-01-03,completed,3414.42
575,1678,173,5,Brand Builder,Branding/headshots,2025-06-05,2025-07-03,completed,808.61
576,1615,1010,5,Brand Builder,Branding/headshots,2024-10-02,2025-01-26,completed,842.45
577,671,478,4,Milestone,Graduation,2024-03-28,2024-05-02,rescheduled,521.15
578,1176,672,2,Essential Portrait,Family portraits,2024-04-23,2024-06-23,completed,461.76
579,567,849,3,Signature Story,Couples,2024-11-15,2025-01-25,completed,637.22
580,917,206,2,Essential Portrait,Family portraits,2025-04-19,2025-08-11,completed,440.64
581,469,399,6,Wedding Collection,Weddings,2024-10-16,2024-11-15,completed,3434.5
582,287,115,6,Wedding Collection,Weddings,2024-11-09,2025-02-02,completed,3275.89
583,1758,930,5,Brand Builder,Branding/headshots,2024-08-04,2024-10-09,confirmed,770.59
584,1480,979,4,Milestone,Graduation,2024-11-17,2024-12-08,completed,500.23
585,70,1142,2,Essential Portrait,Newborn,2025-04-01,2025-06-24,completed,510.6
586,827,570,2,Essential Portrait,Newborn,2024-12-03,2025-03-08,completed,504.36
587,311,422,2,Essential Portrait,Maternity,2024-10-27,2024-12-24,cancelled,480.65
588,1205,382,5,Brand Builder,Branding/headshots,2025-05-15,2025-06-25,completed,813.95
589,1470,80,2,Essential Portrait,Newborn,2024-06-14,2024-07-29,completed,480.46
590,680,830,6,Wedding Collection,Weddings,2025-10-05,2025-11-08,completed,2883.23
591,823,415,6,Wedding Collection,Weddings,2025-05-19,2025-07-21,completed,3020.82
592,856,545,2,Essential Portrait,Newborn,2025-10-28,2026-01-31,completed,446.72
593,1475,1198,3,Signature Story,Couples,2024-03-05,2024-05-12,cancelled,676.58
594,1350,327,2,Essential Portrait,Family portraits,2025-07-09,2025-09-05,completed,480.63
595,1531,33,3,Signature Story,Couples,2025-06-10,2025-09-22,completed,684.94
596,29,500,3,Signature Story,Couples,2025-05-22,2025-06-06,completed,649.72
597,165,314,2,Essential Portrait,Family portraits,2024-08-14,2024-09-04,completed,449.81
598,757,861,2,Essential Portrait,Family portraits,2024-11-08,2025-01-23,cancelled,445.55
599,1493,1033,1,Mini Moment,Mini sessions,2024-10-31,2025-01-08,completed,212.72
600,1741,421,3,Signature Story,Couples,2024-07-21,2024-08-21,completed,664.32
601,873,659,5,Brand Builder,Branding/headshots,2024-12-12,2025-04-08,completed,851.81
602,488,447,2,Essential Portrait,Maternity,2025-01-11,2025-02-04,completed,484.88
603,1138,790,4,Milestone,Graduation,2024-09-09,2024-10-27,completed,473.67
604,177,1109,3,Signature Story,Couples,2025-03-03,2025-05-17,completed,610.56
605,1554,556,2,Essential Portrait,Family portraits,2024-04-02,2024-05-07,completed,502.39
606,1155,167,2,Essential Portrait,Newborn,2025-04-28,2025-05-23,completed,505.57
607,388,223,2,Essential Portrait,Family portraits,2025-08-30,2025-10-10,completed,496.62
608,398,1018,5,Brand Builder,Branding/headshots,2025-01-05,2025-04-27,completed,909.8
609,470,186,5,Brand Builder,Branding/headshots,2024-07-07,2024-09-21,completed,904.16
610,1020,494,1,Mini Moment,Mini sessions,2025-12-31,2026-04-05,completed,240.09
611,724,565,2,Essential Portrait,Newborn,2024-08-24,2024-10-26,completed,507.25
612,1759,520,3,Signature Story,Couples,2025-07-13,2025-08-05,completed,660.85
613,683,1123,1,Mini Moment,Mini sessions,2025-01-03,2025-01-28,rescheduled,208.47
614,875,1153,3,Signature Story,Couples,2024-05-03,2024-05-19,completed,645.18
615,484,231,6,Wedding Collection,Weddings,2024-05-18,2024-06-02,completed,3412.42
616,509,595,2,Essential Portrait,Newborn,2025-10-18,2026-01-17,confirmed,442.12
617,80,571,5,Brand Builder,Branding/headshots,2024-12-26,2025-03-06,completed,813.82
618,1186,547,6,Wedding Collection,Weddings,2025-02-09,2025-05-17,completed,3098.93
619,483,626,2,Essential Portrait,Newborn,2025-02-05,2025-03-31,completed,502.41
620,450,499,2,Essential Portrait,Maternity,2024-08-17,2024-09-27,cancelled,480.06
621,422,582,2,Essential Portrait,Family portraits,2024-04-19,2024-06-23,completed,487.03
622,1528,491,4,Milestone,Graduation,2025-10-12,2025-12-23,completed,473.71
623,1111,314,2,Essential Portrait,Newborn,2025-05-21,2025-07-02,completed,451.91
624,1512,315,5,Brand Builder,Branding/headshots,2024-10-10,2024-10-30,completed,843.79
625,1049,262,4,Milestone,Graduation,2025-06-07,2025-09-23,completed,472.64
626,1247,758,1,Mini Moment,Mini sessions,2025-11-23,2026-03-23,rescheduled,226.14
627,1608,1006,6,Wedding Collection,Weddings,2024-04-25,2024-08-11,completed,3196.25
628,87,535,5,Brand Builder,Branding/headshots,2025-12-10,2025-12-30,completed,867.86
629,430,849,3,Signature Story,Couples,2025-11-08,2026-02-20,completed,688.67
630,65,467,1,Mini Moment,Mini sessions,2024-12-30,2025-01-29,completed,225.53
631,1698,337,3,Signature Story,Couples,2024-10-11,2024-11-20,completed,642.8
632,734,544,4,Milestone,Graduation,2025-03-08,2025-05-23,completed,544.96
633,387,50,4,Milestone,Graduation,2025-09-11,2025-12-14,completed,562.64
634,1229,362,2,Essential Portrait,Family portraits,2025-04-05,2025-07-14,completed,456.91
635,879,535,2,Essential Portrait,Maternity,2024-03-28,2024-04-17,completed,499.31
636,241,673,2,Essential Portrait,Newborn,2025-12-30,2026-03-02,completed,463.84
637,1548,194,6,Wedding Collection,Weddings,2024-09-30,2024-12-16,completed,2902.92
638,503,970,4,Milestone,Graduation,2024-05-11,2024-08-30,rescheduled,517.8
639,290,904,2,Essential Portrait,Family portraits,2024-09-16,2024-09-23,completed,464.68
640,297,315,6,Wedding Collection,Weddings,2024-11-07,2025-02-28,cancelled,3333.54
641,1674,995,1,Mini Moment,Mini sessions,2024-10-31,2024-12-01,completed,209.38
642,364,553,1,Mini Moment,Mini sessions,2024-08-08,2024-11-19,completed,222.85
643,111,1071,1,Mini Moment,Mini sessions,2024-11-26,2025-03-22,completed,235.69
